CustomerID,Gender,Age,Region,City,Branch,HasPartner,TenureYears,AccountType,HasMobileBanking,HasCreditCard,IsActiveMember,Balance_ETB,MonthlyServiceFee_ETB,NumberOfTransactions,Exited
5407020728093,Male,32,Addis Ababa (Chartered City),Addis Ababa,Kotebe Zero Hulet Branch,Yes,6.3,Savings,No,No,Yes,2218.18,22.92,285.0,No
5861424120992,Male,72,Addis Ababa (Chartered City),Addis Ababa,Balcha Branch,,14.2,Savings,Yes,No,No,3964.67,118.05,189.0,No
5592360247318,Female,52,SNNPR (Southern Nations),Arba Minch,Arba Minch Branch,No,10.4,Savings,No,No,Yes,2328.18,113.76,,No
5286894505438,Female,53,Amhara Region,Dessie,Dessie Main Branch,Yes,10.1,Savings,No,No,Yes,6433.89,90.94,136.0,No
5269259175565,Female,65,Addis Ababa (Chartered City),Addis Ababa,Bole Branch,No,11.6,Fixed,No,No,Yes,10611.65,52.74,233.0,No
5302727327810,Female,42,Addis Ababa (Chartered City),Addis Ababa,Misrak Gerji Branch,No,7.3,Savings,Yes,Yes,Yes,6583.08,104.07,232.0,No
5526002054624,Female,24,Somali Region,Jijiga,Jijiga Branch,No,14.8,Savings,Yes,Yes,Yes,603.84,35.79,51.0,No
5667507384687,Male,66,Addis Ababa (Chartered City),Addis Ababa,18 Mazoriya Branch,No,3.2,Fixed,Yes,No,Yes,,173.22,80.0,No
5606336912249,Male,70,Oromia Region,Bishoftu,Bishoftu Branch,No,7.2,Savings,Yes,No,No,33800.93,126.86,219.0,No
5165990327202,Female,27,Oromia Region,Jimma,Jimma Arju Branch,Yes,10.4,Fixed,Yes,No,No,6050.45,61.7,159.0,No
5476266444796,Female,21,Somali Region,Jijiga,Jijiga Taiwan Branch,Yes,2.4,Fixed,Yes,Yes,No,8083.77,,202.0,No
5479255341440,Female,78,SNNPR (Southern Nations),Halaba,Halaba Kulito Branch,No,4.7,Savings,No,No,No,5719.01,122.64,97.0,Yes
5125942501921,Female,18,Addis Ababa (Chartered City),Addis Ababa,Piazza Branch,No,5.8,Current,Yes,No,No,6906.47,44.6,239.0,No
5668425855938,Male,57,SNNPR (Southern Nations),Wolaita Sodo,Wolaita Sodo Branch,Yes,11.0,Savings,Yes,Yes,No,10711.01,168.55,258.0,No
5161281455424,Female,83,Dire Dawa (Chartered City),Dire Dawa,Melka Jebdu Branch,Yes,4.5,Current,No,No,No,10186.67,60.75,146.0,Yes
5366554516218,Female,59,Somali Region,Jijiga,Jijiga Branch,Yes,6.7,Current,No,,Yes,4561.08,129.89,38.0,No
5652686223803,Female,74,Oromia Region,Adama,Mojo Branch,Yes,27.2,Fixed,Yes,Yes,No,1331.5,55.05,150.0,Yes
5788671097127,Female,22,Addis Ababa (Chartered City),Addis Ababa,18 Mazoriya Branch,Yes,11.2,Current,No,Yes,No,1730.86,117.74,111.0,Yes
5322363577442,Female,36,Amhara Region,Gondar,Azezo Branch,Yes,16.6,Savings,Yes,Yes,Yes,6788.51,126.13,1.0,No
5011453993673,Female,87,Oromia Region,Metu,Metu Branch,Yes,9.4,Fixed,No,No,No,2942.44,61.36,146.0,Yes
5324591345661,,68,Addis Ababa (Chartered City),Addis Ababa,Balcha Branch,,15.8,Fixed,No,No,Yes,20466.88,141.88,151.0,No
5844909953816,Male,23,Oromia Region,Ambo,Ambo Branch,No,,Current,No,Yes,Yes,24688.67,80.64,103.0,No
5325586388909,Female,77,Sidama Region,Hawassa,Tabor Branch,Yes,7.4,Fixed,Yes,No,No,83.16,72.18,,Yes
5290650490584,Female,65,Addis Ababa (Chartered City),Addis Ababa,Misrak Gerji Branch,Yes,1.0,Fixed,No,No,No,46757.73,20.75,160.0,Yes
5042718868029,Female,32,Amhara Region,Gondar,Azezo Branch,Yes,3.5,Current,Yes,No,No,6129.08,160.52,134.0,No
5486264470638,Female,64,Dire Dawa (Chartered City),Dire Dawa,Dire Dawa Main Branch,Yes,17.7,Fixed,Yes,No,No,6398.39,171.33,21.0,No
5863829265445,,88,Oromia Region,Bishoftu,Bishoftu Branch,Yes,10.2,Savings,Yes,Yes,Yes,32510.78,57.14,50.0,No
5141844645681,Male,48,Oromia Region,Ziway,Ziway Branch,,14.9,Savings,Yes,Yes,Yes,6285.92,142.26,283.0,No
5953090831169,Female,21,Gambella Region,Gambella,Gambella New Land Sub Branch,Yes,22.0,Current,Yes,No,Yes,17967.0,162.88,146.0,No
5582386363435,Female,73,Addis Ababa (Chartered City),Addis Ababa,Yeka Abado Branch,Yes,11.2,Fixed,No,Yes,No,46910.1,80.35,157.0,Yes
5409116636460,Male,78,Addis Ababa (Chartered City),Addis Ababa,93 Mazoriya Branch,Yes,12.9,Current,No,No,No,22171.59,109.7,98.0,Yes
5828675842819,Female,24,Addis Ababa (Chartered City),Addis Ababa,Misrak Gerji Branch,No,1.0,Fixed,No,Yes,No,35358.67,28.4,115.0,Yes
5845999235805,Male,52,Amhara Region,Bahir Dar,Bahir Dar Stadium Branch,Yes,3.7,Current,No,,Yes,4376.63,106.27,160.0,No
5375610548583,Male,59,Addis Ababa (Chartered City),Addis Ababa,Megenagna Branch,Yes,5.4,,Yes,Yes,Yes,24761.64,92.56,57.0,No
5745942265869,Female,57,Addis Ababa (Chartered City),Addis Ababa,Kotebe Zero Hulet Branch,Yes,8.7,,No,No,No,657.16,139.91,113.0,Yes
5775381537047,Male,63,Somali Region,Jijiga,Jijiga Taiwan Branch,Yes,2.9,,Yes,Yes,No,12150.31,107.48,298.0,No
5881206485371,Female,64,Addis Ababa (Chartered City),Addis Ababa,Kotebe Zero Hulet Branch,Yes,12.1,Current,Yes,Yes,No,7243.15,67.72,169.0,No
5901763702809,Male,36,Addis Ababa (Chartered City),Addis Ababa,Kotebe Zero Hulet Branch,No,12.1,Fixed,No,No,Yes,22001.54,108.51,35.0,No
5487345305175,Female,25,Amhara Region,Dessie,Dessie Main Branch,No,6.5,,Yes,No,No,9447.47,156.92,141.0,No
5871681786757,Male,42,Gambella Region,Gambella,Gambella New Land Sub Branch,No,14.3,Savings,No,No,No,888.26,,214.0,Yes
5426416780991,Female,24,SNNPR (Southern Nations),Wolaita Sodo,Wolaita Sodo Branch,,1.3,Fixed,No,No,Yes,3579.52,164.08,185.0,No
5728849421613,Female,28,Oromia Region,Adama,Wonji Branch,No,10.9,Current,No,Yes,No,278.78,71.51,179.0,Yes
5154618722248,Male,30,Oromia Region,Bishoftu,Bishoftu Branch,Yes,23.0,Fixed,No,No,No,3252.16,127.78,100.0,Yes
5260788634696,Female,75,SNNPR (Southern Nations),Wolaita Sodo,Wolaita Sodo Branch,Yes,9.2,Current,No,Yes,Yes,8776.98,177.35,195.0,No
5664866345752,Male,24,Sidama Region,Wondogenet,Wondogenet Branch,No,4.3,Savings,Yes,Yes,No,1945.29,56.37,46.0,No
5386051545285,Male,68,SNNPR (Southern Nations),Arba Minch,Arba Minch Branch,No,11.4,Current,Yes,No,Yes,31421.14,120.49,105.0,No
5491641084415,Male,20,Amhara Region,Bahir Dar,Bilal Branch,No,4.2,Fixed,Yes,No,No,14270.89,,274.0,No
5654981779142,Male,48,SNNPR (Southern Nations),Wolkite,Wolkite Branch,Yes,,Current,Yes,No,Yes,29586.42,98.99,278.0,No
5695971680889,Female,50,Gambella Region,Gambella,Gambella New Land Sub Branch,Yes,,Savings,No,Yes,Yes,10497.2,,128.0,No
5149514244073,Male,76,Oromia Region,Jimma,Jimma Main Branch,Yes,,Savings,No,No,No,7171.12,178.15,47.0,Yes
5949393089156,Female,65,Oromia Region,Jimma,Abu Abajifar Sub Branch,No,30.0,Current,No,Yes,No,24547.02,167.13,271.0,Yes
5201100424526,Female,28,Dire Dawa (Chartered City),Dire Dawa,Dire Dawa Taiwan Branch,No,9.9,Fixed,No,Yes,Yes,11785.31,17.2,75.0,No
5445119726986,Female,38,SNNPR (Southern Nations),Arba Minch,Arba Minch Branch,Yes,11.5,,Yes,Yes,No,1554.69,71.57,,No
5084881801482,Male,68,Oromia Region,Adama,Mojo Branch,No,14.4,,No,Yes,No,926.61,105.48,38.0,Yes
5541159990224,Male,27,SNNPR (Southern Nations),Dilla,Dilla Branch,No,6.4,Savings,No,No,Yes,5623.91,103.5,22.0,No
5868446597902,Male,81,Oromia Region,Adama,Aba Geda Branch,Yes,12.2,Current,No,Yes,Yes,24386.36,62.58,95.0,No
5705736260017,Male,84,Dire Dawa (Chartered City),Dire Dawa,Dire Dawa Main Branch,No,12.6,Fixed,Yes,Yes,No,9674.77,95.49,3.0,Yes
5781403749000,Male,84,Oromia Region,Adama,Mojo Branch,No,9.3,Fixed,Yes,No,No,18170.13,100.69,159.0,No
5045370393987,Male,51,Oromia Region,Adama,Mojo Branch,Yes,3.3,,No,No,Yes,7711.04,51.63,177.0,No
5530066059214,Female,36,SNNPR (Southern Nations),Wolkite,Wolkite Branch,No,9.7,Current,Yes,Yes,Yes,15465.22,28.05,267.0,No
5950837683362,Female,38,SNNPR (Southern Nations),Dilla,Dilla Branch,No,10.3,Savings,Yes,No,Yes,29241.83,159.44,42.0,No
5053055280441,Male,78,Tigray Region,Mekelle,Mekelle Main Branch,No,4.9,Current,Yes,No,No,3457.41,72.21,89.0,No
5496087000060,Female,33,Oromia Region,Jimma,Abu Abajifar Sub Branch,Yes,3.3,Current,No,No,No,2718.4,96.55,,Yes
5666359626153,Male,58,Oromia Region,Adama,Adama Main Branch,Yes,20.2,Current,No,No,No,359.77,148.68,216.0,Yes
5861809200976,Male,79,Dire Dawa (Chartered City),Dire Dawa,Melka Jebdu Branch,Yes,23.7,Current,Yes,,No,2982.0,,191.0,No
5673343378855,Female,25,Oromia Region,Adama,Mojo Branch,Yes,12.2,Fixed,Yes,No,No,2589.34,165.06,95.0,No
5611083679372,Female,56,Amhara Region,Bahir Dar,Bahir Dar Main Branch,No,14.3,Current,Yes,No,No,24031.24,132.68,36.0,No
5162369588665,,28,Sidama Region,Wondogenet,Wondogenet Branch,No,3.0,Fixed,No,Yes,No,2449.07,105.54,285.0,Yes
5247093941718,,70,Oromia Region,Shashemene,Shashemene Branch,No,13.6,,Yes,Yes,Yes,6333.37,159.33,216.0,No
5845713149539,Male,47,Amhara Region,Bahir Dar,Bilal Branch,Yes,6.5,Savings,No,Yes,No,98.07,94.22,232.0,Yes
5118553050124,Female,87,Amhara Region,Gondar,Gondar Main Branch,No,27.8,Fixed,Yes,Yes,Yes,3945.22,134.29,283.0,No
5213705902154,Male,69,Addis Ababa (Chartered City),Addis Ababa,Airport Branch,No,17.3,Fixed,No,Yes,No,3123.21,11.16,24.0,Yes
5011050424083,Female,48,Amhara Region,Bahir Dar,Giorgis Branch,Yes,13.0,Savings,No,No,No,2152.63,169.91,52.0,Yes
5669966957585,Female,88,Oromia Region,Adama,Adama Main Branch,No,13.1,Savings,Yes,Yes,No,6138.45,71.5,222.0,No
5574900639822,Female,44,Gambella Region,Gambella,Gambella New Land Sub Branch,No,4.1,Savings,Yes,No,Yes,,88.6,220.0,No
5079793239299,Male,26,Tigray Region,Mekelle,Mekelle Main Branch,Yes,,,Yes,No,No,12900.87,119.06,252.0,No
5416211396374,Female,87,Sidama Region,Hawassa,Hawassa Tabor Branch,Yes,5.6,Savings,No,No,No,4997.57,,,Yes
5252644409339,Male,37,Amhara Region,Gondar,Azezo Branch,No,9.9,,No,No,No,38839.13,161.14,,Yes
5438276659506,Female,45,Addis Ababa (Chartered City),Addis Ababa,Piazza Branch,Yes,20.2,Savings,Yes,No,No,38418.97,149.13,131.0,No
5968908832528,Male,72,Oromia Region,Ambo,Ambo Branch,,3.6,Fixed,No,No,No,4273.16,60.98,166.0,Yes
5885383248994,Female,89,Oromia Region,Shashemene,Shashemene Branch,No,1.7,Savings,No,No,Yes,21314.14,166.78,38.0,No
5664023287561,Male,42,Oromia Region,Jimma,Abu Abajifar Sub Branch,Yes,5.9,Current,No,Yes,Yes,7626.61,136.05,147.0,No
5354558480798,Female,86,Oromia Region,Bekoji,Bekoji Branch,No,3.0,Current,No,No,Yes,1125.24,44.53,,Yes
5643964883225,Female,43,Oromia Region,Ambo,Ambo Branch,No,14.3,Savings,Yes,No,Yes,5845.87,174.31,116.0,No
5539218310593,Male,87,Oromia Region,Nekemte,Nekemte Main Branch,Yes,1.1,Savings,Yes,Yes,No,110.06,153.23,159.0,Yes
5702733251364,Female,20,Addis Ababa (Chartered City),Addis Ababa,Airport Branch,Yes,12.8,Savings,No,No,Yes,23269.71,95.38,251.0,No
5211488350773,Female,52,Oromia Region,Jimma,Jimma Main Branch,No,4.6,Current,Yes,Yes,Yes,7263.99,23.7,19.0,No
5522064877426,Male,39,Addis Ababa (Chartered City),Addis Ababa,Piazza Branch,Yes,3.5,Current,No,Yes,Yes,10743.98,49.06,258.0,No
5989046670984,Male,58,SNNPR (Southern Nations),Halaba,Halaba Kulito Branch,Yes,3.9,Fixed,Yes,Yes,No,418.6,106.34,11.0,Yes
5797529515996,Male,62,Amhara Region,Woldiya,Woldiya Branch,Yes,6.9,Savings,Yes,No,No,1673.5,117.8,163.0,No
5642869394302,Female,55,Oromia Region,Metu,Metu Branch,Yes,4.2,Savings,No,Yes,No,3923.58,,177.0,Yes
5473251244158,Female,83,Sidama Region,Hawassa,Tabor Branch,No,2.3,Fixed,Yes,No,No,,80.35,144.0,No
5331867479962,Female,26,Oromia Region,Bekoji,Bekoji Branch,Yes,4.8,Current,No,No,Yes,4767.12,116.26,219.0,No
5366771704281,Female,60,Addis Ababa (Chartered City),Addis Ababa,Balcha Branch,No,6.0,Fixed,No,Yes,Yes,508016.60000000003,128.2,255.0,No
5539589207375,Male,53,Tigray Region,Mekelle,Mekelle Main Branch,No,18.5,Savings,No,Yes,No,22639.39,172.01,9.0,Yes
5875295681163,Female,35,SNNPR (Southern Nations),Wolaita Sodo,Wolaita Sodo Branch,No,5.7,Fixed,Yes,No,No,1467.09,91.47,281.0,Yes
5591899308484,Male,49,Dire Dawa (Chartered City),Dire Dawa,Melka Jebdu Branch,No,4.6,Fixed,No,No,Yes,31533.38,145.36,282.0,No
5848097398654,Male,21,Oromia Region,Ambo,Ambo Branch,No,9.1,Savings,No,Yes,Yes,1293.3,143.33,5.0,Yes
5048534264683,,61,Addis Ababa (Chartered City),Addis Ababa,93 Mazoriya Branch,Yes,8.4,Fixed,No,Yes,No,6878.82,82.48,132.0,Yes
5677476924384,Male,72,Oromia Region,Jimma,Agaro Branch,,8.6,Current,No,Yes,Yes,26065.55,101.27,82.0,No
5346342334150,Female,32,Addis Ababa (Chartered City),Addis Ababa,Kotebe Zero Hulet Branch,No,9.1,Savings,No,No,No,5389.44,124.26,0.0,Yes
5427395738401,Female,67,Addis Ababa (Chartered City),Addis Ababa,Kotebe Zero Hulet Branch,No,12.1,Fixed,No,Yes,Yes,10024.47,33.85,287.0,No
5894191268032,Female,82,Addis Ababa (Chartered City),Addis Ababa,Kazanchis Branch,No,10.0,Fixed,Yes,No,No,2816.04,145.3,,No
5818473236457,Female,32,Oromia Region,Ambo,Ambo Branch,Yes,29.8,Current,Yes,Yes,No,6608.79,47.15,267.0,No
5946389931819,Male,33,Oromia Region,Bekoji,Bekoji Branch,Yes,11.3,Fixed,Yes,No,No,30970.8,45.13,,No
5320851467786,Female,83,Amhara Region,Mekane Selam,Mekane Selam Branch,Yes,20.3,Current,Yes,No,No,4910.86,157.23,228.0,No
5294773921954,Female,27,Oromia Region,Bekoji,Bekoji Branch,Yes,17.2,Fixed,No,No,No,10958.99,108.93,102.0,Yes
5587532962937,Female,72,Addis Ababa (Chartered City),Addis Ababa,58 Mazoria Branch,Yes,1.4,Current,No,Yes,No,5177.88,68.44,,Yes
5175482277426,Female,72,Addis Ababa (Chartered City),Addis Ababa,93 Mazoriya Branch,Yes,16.4,Fixed,Yes,No,No,13777.85,24.01,29.0,No
5256646767873,Female,30,Addis Ababa (Chartered City),Addis Ababa,Kazanchis Branch,Yes,10.7,Fixed,No,,No,1431.74,148.91,183.0,Yes
5803542558409,Male,65,Addis Ababa (Chartered City),Addis Ababa,Yeka Abado Branch,No,8.3,Savings,Yes,,No,13184.83,113.75,68.0,No
5946792829345,Male,30,Oromia Region,Bishoftu,Bishoftu Branch,Yes,11.2,Current,No,No,Yes,9031.38,57.08,239.0,No
5560952479545,Male,55,Amhara Region,Bahir Dar,Bilal Branch,Yes,10.9,Savings,No,Yes,Yes,6935.38,22.07,,No
5626373620828,Female,40,Sidama Region,Hawassa,Tabor Branch,No,3.6,Savings,Yes,Yes,No,,20.28,194.0,No
5700433694008,Male,57,Gambella Region,Gambella,Gambella New Land Sub Branch,Yes,5.8,Savings,No,No,No,6516.84,120.47,159.0,Yes
5480712615820,Male,25,SNNPR (Southern Nations),Arba Minch,Arba Minch Branch,No,5.6,Savings,Yes,Yes,Yes,1665.43,172.01,91.0,No
5961132608929,Female,33,Amhara Region,Bahir Dar,Bahir Dar Main Branch,Yes,12.1,,No,Yes,Yes,290.89,19.42,0.0,Yes
5797464274970,Male,83,Oromia Region,Adama,Aba Geda Branch,,8.1,,Yes,No,No,3605.63,168.3,72.0,No
5794207548717,Female,27,Dire Dawa (Chartered City),Dire Dawa,Melka Jebdu Branch,No,3.8,Savings,No,Yes,Yes,,89.07,106.0,No
5318689455961,Female,49,Amhara Region,Dessie,Dessie Main Branch,No,9.5,Savings,No,Yes,Yes,11344.2,14.06,25.0,No
5933623991323,Female,85,Addis Ababa (Chartered City),Addis Ababa,Airport Branch,Yes,8.6,Savings,Yes,,No,23198.14,153.74,13.0,Yes
5900384985366,Female,90,SNNPR (Southern Nations),Wolkite,Wolkite Branch,Yes,6.8,Savings,Yes,No,Yes,4142.81,151.42,215.0,No
5643257881637,Male,39,Oromia Region,Metu,Metu Branch,No,9.2,Fixed,Yes,Yes,Yes,1285.66,154.92,2.0,No
5160321653017,Male,63,Amhara Region,Gondar,Azezo Branch,No,2.8,Current,Yes,,Yes,6451.01,86.87,238.0,No
5910797933870,Male,69,SNNPR (Southern Nations),Mizan Aman,Mizan Aman Branch,No,1.6,Savings,Yes,No,Yes,12034.29,179.52,27.0,No
5510853205564,Male,73,Addis Ababa (Chartered City),Addis Ababa,Yeka Abado Branch,No,8.8,Current,No,Yes,Yes,3498.52,85.82,230.0,No
5526351199913,Male,67,Oromia Region,Bekoji,Bekoji Branch,Yes,3.9,Fixed,No,Yes,No,3779.64,71.05,24.0,Yes
5348004290576,,53,Gambella Region,Gambella,Gambella New Land Sub Branch,Yes,30.0,Current,No,Yes,No,14010.38,121.67,108.0,Yes
5192608757154,Male,58,Addis Ababa (Chartered City),Addis Ababa,Sar Bet Branch,No,,Fixed,No,Yes,Yes,7342.76,177.96,235.0,No
5253644310111,,79,Amhara Region,Debre Markos,Debre Markos Branch,Yes,9.9,Savings,No,Yes,Yes,3003.86,,5.0,No
5774698673457,Female,61,Oromia Region,Adama,Wonji Branch,No,15.0,Fixed,No,No,Yes,6206.84,174.69,228.0,No
5759066728501,Female,18,Sidama Region,Hawassa,Hawassa Main Branch,No,5.7,,Yes,No,Yes,68.07,47.55,276.0,No
5352111639457,Male,29,Oromia Region,Adama,Wonji Branch,No,4.9,Savings,Yes,No,No,1858.43,10.22,94.0,No
5598508980534,Female,79,Oromia Region,Nekemte,Nekemte Main Branch,Yes,14.6,Savings,No,No,No,16624.35,68.11,242.0,Yes
5981888127512,Female,73,Addis Ababa (Chartered City),Addis Ababa,Ayat Branch,Yes,9.3,Savings,No,Yes,Yes,33224.13,104.2,93.0,No
5628752727391,Female,64,Amhara Region,Bahir Dar,Bilal Branch,Yes,29.7,Fixed,Yes,No,No,,39.04,193.0,No
5729692942548,Female,87,Addis Ababa (Chartered City),Addis Ababa,Kotebe Zero Hulet Branch,No,23.8,Current,No,Yes,No,13207.26,48.46,,Yes
5647494051971,Male,67,Addis Ababa (Chartered City),Addis Ababa,93 Mazoriya Branch,No,5.7,Current,No,Yes,Yes,2002.75,163.47,19.0,No
5184616454781,Male,34,Oromia Region,Adama,Wonji Branch,Yes,6.5,Current,No,Yes,Yes,3065.07,164.84,,No
5504743217364,Male,84,Sidama Region,Yirgachefe,Yirgachefe Branch,No,7.4,Fixed,No,Yes,No,24196.13,27.17,258.0,Yes
5629150796004,,53,Amhara Region,Mekane Selam,Mekane Selam Branch,No,6.0,Fixed,No,No,No,589.25,50.39,171.0,Yes
5340604027507,Female,30,Sidama Region,Hawassa,Hawassa Tabor Branch,Yes,15.0,Current,No,No,Yes,10384.41,119.74,83.0,No
5869796460288,,82,Dire Dawa (Chartered City),Dire Dawa,Dire Dawa Main Branch,No,3.0,,No,Yes,No,8149.02,,,Yes
5556044584289,Female,33,Sidama Region,Hawassa,Tabor Branch,Yes,11.0,Current,No,No,Yes,3861.39,37.8,68.0,No
5937002552497,Male,46,Addis Ababa (Chartered City),Addis Ababa,58 Mazoria Branch,Yes,5.0,Savings,Yes,Yes,No,1799.6,39.44,34.0,No
5385909624105,Female,77,Amhara Region,Debre Markos,Debre Markos Branch,No,7.6,Current,No,Yes,No,11508.16,153.36,59.0,Yes
5701267155766,Female,51,Amhara Region,Bahir Dar,Bilal Branch,No,9.1,Savings,Yes,No,No,2026.62,132.62,285.0,No
5640101821075,Male,46,Amhara Region,Bahir Dar,Bahir Dar Main Branch,No,10.9,Fixed,No,Yes,No,1856.63,40.79,77.0,Yes
5387501628199,Male,57,Amhara Region,Bahir Dar,Bahir Dar Main Branch,No,12.4,Current,No,No,Yes,15264.74,157.29,294.0,No
5751050183995,Female,70,Addis Ababa (Chartered City),Addis Ababa,Ayat Branch,Yes,10.4,Savings,Yes,No,No,6984.48,40.66,62.0,No
5228808059918,Male,38,Oromia Region,Jimma,Jimma Main Branch,No,13.6,Savings,Yes,No,No,47563.6,,224.0,No
5208439202956,Male,49,Sidama Region,Hawassa,Hawassa Tabor Branch,Yes,0.5,Savings,No,No,Yes,2340.9,60.69,38.0,No
5540742325840,Female,39,Amhara Region,Lalibela,Lalibela Branch,,3.9,Savings,Yes,Yes,No,25295.55,72.32,,No
5921930052878,,32,Oromia Region,Ziway,Ziway Branch,No,6.0,Current,Yes,Yes,Yes,8709.98,11.58,230.0,No
5558796351695,Male,31,Amhara Region,Bahir Dar,Giorgis Branch,No,16.3,Current,No,Yes,Yes,54644.77,37.26,96.0,No
5097373922878,Male,81,Harari Region,Harar,Harar Branch,Yes,13.9,Savings,Yes,Yes,No,41191.2,87.65,9.0,Yes
5321487960146,Female,58,Addis Ababa (Chartered City),Addis Ababa,Kazanchis Branch,No,19.7,,Yes,Yes,Yes,12645.09,70.78,117.0,No
5439807990517,Female,67,Addis Ababa (Chartered City),Addis Ababa,58 Mazoria Branch,No,5.8,Savings,No,Yes,No,2343.54,27.63,172.0,Yes
5032690535494,Male,80,SNNPR (Southern Nations),Wolaita Sodo,Wolaita Sodo Branch,Yes,24.9,Savings,No,,Yes,9223.6,99.22,242.0,No
5273703886095,Female,67,Oromia Region,Ambo,Ambo Branch,Yes,12.1,,Yes,Yes,No,15779.71,94.29,253.0,No
5554267035848,Male,66,Amhara Region,Dessie,Dessie Main Branch,No,1.5,Current,No,No,Yes,7880.48,63.73,199.0,No
5603688280902,Male,56,Addis Ababa (Chartered City),Addis Ababa,Bole Branch,Yes,5.0,Current,No,Yes,Yes,21858.68,66.44,103.0,No
5243348166585,Male,55,Sidama Region,Hawassa,Tabor Branch,No,,Savings,Yes,No,No,8508.1,41.88,110.0,No
5049024776861,Male,75,SNNPR (Southern Nations),Wolkite,Wolkite Branch,No,23.1,Savings,No,Yes,Yes,,169.0,132.0,No
